REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2002/03/01 00:30",7323.31,25.1,TRADE
NSW1,"2002/03/01 01:00",7026.36167,22.73,TRADE
NSW1,"2002/03/01 01:30",6709.75667,22.24,TRADE
NSW1,"2002/03/01 02:00",6340.81167,18.56,TRADE
NSW1,"2002/03/01 02:30",6125.99,16.38,TRADE
NSW1,"2002/03/01 03:00",5984.38333,14.09,TRADE
NSW1,"2002/03/01 03:30",5962.52167,13.96,TRADE
NSW1,"2002/03/01 04:00",6021.15333,15.63,TRADE
NSW1,"2002/03/01 04:30",6231.20167,16.82,TRADE
NSW1,"2002/03/01 05:00",6457.43833,18.83,TRADE
NSW1,"2002/03/01 05:30",7113.49333,24.68,TRADE
NSW1,"2002/03/01 06:00",7722.21167,31.43,TRADE
NSW1,"2002/03/01 06:30",8042.86333,37.8,TRADE
NSW1,"2002/03/01 07:00",8429.02,44.84,TRADE
NSW1,"2002/03/01 07:30",8613.665,33.37,TRADE
NSW1,"2002/03/01 08:00",8640.25833,27.85,TRADE
NSW1,"2002/03/01 08:30",8936.37833,32.28,TRADE
NSW1,"2002/03/01 09:00",8965.61833,28.87,TRADE
NSW1,"2002/03/01 09:30",8992.11833,24.89,TRADE
NSW1,"2002/03/01 10:00",9036.24,24.97,TRADE
NSW1,"2002/03/01 10:30",9071.80167,25.17,TRADE
NSW1,"2002/03/01 11:00",9089.83667,26.46,TRADE
NSW1,"2002/03/01 11:30",8983.44833,25.15,TRADE
NSW1,"2002/03/01 12:00",8897.24167,27.41,TRADE
NSW1,"2002/03/01 12:30",8982.36667,33.3,TRADE
NSW1,"2002/03/01 13:00",8951.72833,30.75,TRADE
NSW1,"2002/03/01 13:30",8984.37,31.32,TRADE
NSW1,"2002/03/01 14:00",8912.50833,30.91,TRADE
NSW1,"2002/03/01 14:30",8887.92167,30.84,TRADE
NSW1,"2002/03/01 15:00",8916.19333,30.99,TRADE
NSW1,"2002/03/01 15:30",8900.90833,30.89,TRADE
NSW1,"2002/03/01 16:00",8837.795,29.4,TRADE
NSW1,"2002/03/01 16:30",8726.05667,24.82,TRADE
NSW1,"2002/03/01 17:00",8575.53167,23.88,TRADE
NSW1,"2002/03/01 17:30",8253.81,18.95,TRADE
NSW1,"2002/03/01 18:00",8090.38167,17.94,TRADE
NSW1,"2002/03/01 18:30",7977.42333,18.22,TRADE
NSW1,"2002/03/01 19:00",8036.95833,21.69,TRADE
NSW1,"2002/03/01 19:30",8079.67333,22.63,TRADE
NSW1,"2002/03/01 20:00",7957.04,20.36,TRADE
NSW1,"2002/03/01 20:30",7734.99667,20.06,TRADE
NSW1,"2002/03/01 21:00",7484.32333,18.26,TRADE
NSW1,"2002/03/01 21:30",7728.80667,22.69,TRADE
NSW1,"2002/03/01 22:00",7688.565,21.29,TRADE
NSW1,"2002/03/01 22:30",7771.98167,31.22,TRADE
